Fehlerkategorie;Techn. Platz;Techn. Identitätsnr.;Störungsbeginn;Massnahme;Fehlertext;Ursache;Traktion;Anlagenart;Ort;Dauer (in Std.)
X;01-9000-2-001-01;STW0092;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
X;01-9000-2-001-01;STW0093;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
X;01-9000-2-001-01;STW0094;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
X;01-9000-2-001-01;STW0095;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
X;01-9000-2-001-01;STW0096;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
X;01-9000-2-001-01;STW0103;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Depot Bolligenstrasse;0
C;01-9001-2-001-01;HNSA600/1;25.06.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;10
C;03-0101-029;;25.06.18;Weitere Aktionen;sonstiges;Drittverschulden;;;;5
C;03-0101-029;;25.06.18;;Elektrische Störung;Technische Störung;;;;5
C;03-0101-027-01-2;FD2705;23.06.18;;unbekannter Fehler;unbekannt /sonstiges;Tb;Fahrdraht Trolleybus;Bollwerk;1
C;01-0339-2-001-01;HNP0185;21.06.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Kocherpark;1
C;01-0340-2-001-01;HNP1009;24.06.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Wallgasse;1.5
C;01-9000-2-001-01;HNSA502/1;21.06.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;2
C;01-0340-2-001-01;W1000;23.06.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Spitalgasse;1
C;01-0340-2-001-01;W1016;23.06.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;National;1
C;03-0101-029-01-2;;21.06.18;;Fremdeinwirkungen;Höhere Gewalt;;;;97.8
C;01-0340-2-001-01;W1000;22.06.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Spitalgasse;5.3
C;01-0339-2-001-01;W0185;21.06.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Kocherpark;101.3
C;03-0101-029-05;W2902;21.06.18;;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;91.5
C;03-0101-011-01-2;;19.06.18;Kontrolliert;Entgleisung;Fehlmanipulation;;;;1.5
C;01-0339-2-001-01;W0185;20.06.18;Eingestellt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0.8
C;01-0340-2-001-01;W1016;21.06.18;;Verschmutzt;Drittverschulden;Tr;Elektrische Weiche;National;5.4
C;01-9001-2-001-01;HNSA600/1;20.06.18;Weitere Aktionen;Fehlbedienung;Fehlmanipulation;Tr;Elektrischer Weichensteuerung;Eigerplatz;2
C;01-9001-2-001-01;HNSA600/1;19.06.18;Eingestellt;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;1
C;01-0337-2-001-01;W2005;19.06.18;Eingestellt;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Unterführung;1.2
C;01-0902-2-001-01;SWS0105;18.06.18;;unbekannter Fehler;Technische Störung;;;;0
C;01-0340-2-001-01;W0043;18.06.18;Gereinigt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Du Theatre;2.1
C;01-0340-2-001-01;W0043;18.06.18;Gereinigt;Kein Block;Doppelmeldung;Tr;Elektrische Weiche;Du Theatre;2.1
C;03-0101-026-01-2;;15.06.18;;Fremdeinwirkungen;Höhere Gewalt;;;;1.4
C;01-0340-2-001-01;W0043;15.06.18;Gereinigt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Du Theatre;3.4
C;01-0902-2-001-01;W3002;14.06.18;Programmiert;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Guisanplatz;1
C;03-0101-029-05;W2902;14.06.18;Kontrolliert;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;5.3
C;03-0101-023-01-2;;13.06.18;Weitere Aktionen;Fremdeinwirkungen;Höhere Gewalt;;;;5.3
C;01-0802;;11.06.18;;unbekannter Fehler;Höhere Gewalt;;;;100.5
C;01-9000-2-001-01;;07.06.18;Weitere Aktionen;unbekannter Fehler;Technische Störung;;;;165
C;03-0101-015-01-1;;07.06.18;Gewartet;korrodiert;Technische Störung;;;;8.3
X;01-9000-2-001-01;HNSA502/1;;Kontrolliert;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;0
X;01-0340-2-001-01;SWS1000;07.06.18;Programmiert;kein Fehler;unbekannt /sonstiges;;;;10
C;03-0101-011-05;W1102;07.06.18;Ersetzt;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Bahnhof West;1
C;01-0340-2-001-01;W1004;05.06.18;Ersetzt;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Bahnhof;26.4
C;01-0340-2-001-01;W1004;05.06.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Bahnhof;0
X;01-0303-2-001-01;HNP0208;30.05.18;;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Weissenbühl;5
C;01-0340-2-001-01;W1004;03.06.18;Kontrolliert;Kein Block;Technische Störung;Tr;Elektrische Weiche;Bahnhof;1
C;03-0101-091-14;TOR9101;30.05.18;Eingestellt;unbekannter Fehler;Technische Störung;Tr;Torbrücke;Betriebshof Eiger;1
C;03-0101-091-13;;22.05.18;Ausgetauscht;Fehlbedienung;;;;;1
C;03-0101-091-12;#NAME?;26.05.18;Eingestellt;Kein Block;;;;;2
C;01-0341-2-001-01;HNP0101;28.05.18;Weitere Aktionen;Kein Block;Technische Störung;Tr;Elektrischer Weichensteuerung;Casinoplatz;1.8
C;01-0341-2-001-01;HNP0101;28.05.18;Weitere Aktionen;Kein Block;Technische Störung;Tr;Elektrischer Weichensteuerung;Casinoplatz;1.7
C;01-0341-2-001-01;EXW0101;25.05.18;Weitere Aktionen;Kein Block;Technische Störung;;;;1.4
C;01-8002-2-001-01;;25.05.18;Weitere Aktionen;Kein Block;unbekannt /sonstiges;;;;1.4
X;03-0101-017-01-1;;24.05.18;Weitere Aktionen;Elektrische Störung;Technische Störung;;;;0
C;01-0341-2-001-01;EXW0101;24.05.18;Weitere Aktionen;Kein Block;Technische Störung;;;;2.1
C;01-0341-2-001-01;EXW0101;23.05.18;Weitere Aktionen;Kein Block;Technische Störung;;;;1.3
C;01-0341-2-001-01;EXW0101;24.05.18;Weitere Aktionen;Kein Block;Technische Störung;;;;1.4
C;03-0101-024-01-2;;19.05.18;Weitere Aktionen;Fremdeinwirkungen;Höhere Gewalt;;;;1
A;03-0101-090-13;;22.05.18;Weitere Aktionen;sonstiges;Technische Störung;;;;1
C;01-0341-2-001-01;EXW0101;22.05.18;Programmiert;Unbekannter Fehler;Technische Störung;;;;2
C;01-0339-2-001-01;HNP0185;19.05.18;Gereinigt;Keine Endlage;Drittverschulden;Tr;Elektrischer Weichensteuerung;Kocherpark;1
C;01-0340-2-001-01;HNP1009;19.05.18;;Elektrische Störung;;Tr;Elektrischer Weichensteuerung;Wallgasse;3
C;01-9000-2-001-01;HNSA502/1;19.05.18;Eingestellt;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;1
X;03-0101-090-01-1;;22.05.18;;kein Fehler;Geplante Instandhaltung;;;;0
C;01-0340-2-001-01;W1009;19.05.18;Gereinigt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;1
C;01-0902-2-001-01;W0105;18.05.18;Eingestellt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Guisanplatz;1.1
C;03-0101-027-05;W2703;15.05.18;Revidiert;Entgleisung;Fehlmanipulation;Tb;Einlaufweiche;Bollwerk;2.5
C;03-0101-029-01-2;;16.05.18;;Fremdeinwirkungen;Höhere Gewalt;;;;0
X;01-0339-2-001-01;W0185;29.05.18;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
C;01-0340-2-001-01;W1009;15.05.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;3.1
X;01-0902-2-001-01;W3002;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3004;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0337-2-001-01;W2002;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0337-2-001-01;W2005;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0337-2-001-01;W2009;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0803-2-001-01;W2010;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Holenacker;0
X;01-0339-2-001-01;W0190;;Ausgetauscht;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0340-2-001-01;STW0048;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Hirschengraben;0
X;01-0340-2-001-01;STW0049;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichenantrieb;Hirschengraben;0
C;01-0340-2;;10.05.18;Weitere Aktionen;Unbekannter Fehler;Drittverschulden;;;;1.3
B;03-0101-091-01-1;;14.05.18;Weitere Aktionen;sonstiges;;;;;1
C;04-Z-0060;;14.05.18;;beschädigt;Vandalenschaden;;;;0
C;03-0101-091-14;TOR9105;07.05.18;Eingestellt;Mechanische Störung;Technische Störung;Tr;Torbrücke;Betriebshof Eiger;1
C;01-9001-2-001-01;HNSA600/1;07.05.18;Eingestellt;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;1
C;01-0902-2-001-01;W0105;13.05.18;Programmiert;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Guisanplatz;1
C;01-0340-2-001-01;W1012;11.05.18;Gereinigt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;1.9
B;01-0340-2-001-02;W1015;10.05.18;Ausgetauscht;gebrochen;unbekannt /sonstiges;;;;1
C;03-0101-091-14;TOR9101;09.05.18;Kontrolliert;unbekannter Fehler;Technische Störung;Tr;Torbrücke;Betriebshof Eiger;15
C;01-0339-2-001-01;W0185;01.05.18;Kontrolliert;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Kocherpark;144
C;03-0101-027-05;W2703;07.05.18;Revidiert;Entgleisung;Technische Störung;Tb;Einlaufweiche;Bollwerk;2.8
C;01-0340-2-001-01;W0049;05.05.18;Kontrolliert;Kein Block;Technische Störung;Tr;Elektrische Weiche;Kornhaus;1
C;01-0341-2-001-01;EXW0101;05.05.18;Eingestellt;Kein Block;Technische Störung;;;;1.5
C;01-0340-2-001-01;W1006;05.05.18;Eingestellt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Schwanengasse;1
C;03-0101-091-01-1;;04.05.18;Weitere Aktionen;Fremdeinwirkungen;Drittverschulden;;;;1
C;03-0101-012-04;K1205;03.05.18;Ersetzt;Mechanische Störung;Materialermüdung;Tb;Kreuzung Tb-Tb;Bahnhof Ost;2
C;01-0803-2-001-01;W2010;02.05.18;Kontrolliert;Kein Block;Technische Störung;Tr;Elektrische Weiche;Holenacker;1.8
D;03-0101-026;;30.04.18;Kontrolliert;Fremdeinwirkungen;Höhere Gewalt;;;;3.7
C;01-0339-2-001-01;W0185;30.04.18;Repariert;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Kocherpark;4.1
X;01-0340-2-001-01;W0043;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Du Theatre;0
X;01-0338-2-001-01;W2000;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Brunnmatt;0
C;01-0340-2-001-01;W1009;27.04.18;Eingestellt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;2
C;01-0902-2-001-01;W3006;27.04.18;Eingestellt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Guisanplatz;2.4
C;01-0340-2-001-01;W0043;27.04.18;Gereinigt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Du Theatre;2
C;01-0340-2-001-01;W0043;27.04.18;Eingestellt;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Du Theatre;14.3
C;01-0340-2-001-01;W1003;26.04.18;Kontrolliert;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Bahnhof;0.2
C;01-0340-2-001-01;W1014;25.04.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;0
C;01-0340-2-001-01;W1004;25.04.18;Ersetzt;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Bahnhof;1.3
C;01-0340-2-001-01;W1003;25.04.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Bahnhof;0
C;01-0340-2-001-01;W1009;24.04.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;0
C;01-9001-2-001-01;HNSA600/1;21.04.18;;Ausserhalb Toleranz;;Tr;Elektrischer Weichensteuerung;Eigerplatz;8
C;01-0339-2-001-01;W0185;23.04.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0.9
C;01-0340-2-001-01;W0043;23.04.18;Gereinigt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Du Theatre;1.5
C;01-0339-2-001-01;W0190;23.04.18;Eingestellt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0.8
C;01-0340-2-001-01;W0043;23.04.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Du Theatre;0
C;01-0340-2-001-01;W0043;23.04.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Du Theatre;0
C;01-0340-2-001-01;W0049;20.04.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Kornhaus;2.2
B;01-0340-2-001-01;W1014;20.04.18;;Kein Block;unbekannt /sonstiges;Tr;Elektrische Weiche;Bundesgasse;0
C;01-0340-2-001-01;W0043;23.04.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Du Theatre;0
C;01-0340-2-001-01;W1014;19.04.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;1
C;01-0340-2-001-01;W1014;17.04.18;Eingestellt;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;1
B;03-0101-027-05;W2703;16.04.18;Ersetzt;Fahrleitungsschaden;Technische Störung;Tb;Einlaufweiche;Bollwerk;1
X;03-0101-090-14;AP9001;;Gewartet;kein Fehler;Geplante Instandhaltung;;;;0
C;03-0101-029-01;;16.04.18;Weitere Aktionen;sonstiges;unbekannt /sonstiges;;;;0
C;03-0101-011-05;;10.04.18;Ersetzt;Unterbruch;Technische Störung;;;;2
C;03-0101-029-05;W2902;10.04.18;Ersetzt;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;2
C;03-0101-026-05;W2601;10.04.18;Ersetzt;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Schosshalde;2
C;03-0101-011-05;;09.04.18;Ausgetauscht;sonstiges;Technische Störung;;;;3.8
C;01-0340-2-001-01;W0043;09.04.18;Ausgetauscht;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Du Theatre;3.8
C;01-0341-2-001-01;HNP0101;06.04.18;Weitere Aktionen;Kein Block;unbekannt /sonstiges;Tr;Elektrischer Weichensteuerung;Casinoplatz;73.9
B;03-0101-020-01-1;;06.04.18;Repariert;Fahrleitungsschaden;Technische Störung;;;;1.5
C;01-0340-2-001-01;HNP1009;03.04.18;Gereinigt;verstopft;Technische Störung;Tr;Elektrischer Weichensteuerung;Wallgasse;1
C;01-9001-2-001-01;HNSA600/1;03.04.18;Eingestellt;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;1
C;01-0340-2-001-01;W1006;04.04.18;Kontrolliert;Kein Block;Technische Störung;Tr;Elektrische Weiche;Schwanengasse;2.3
C;01-0339-2-001-01;W0190;23.03.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0
X;01-9000-2-001-01;W4015;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4016;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4017;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4018;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4019;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4020;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4021;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4032;01.05.18;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
C;01-0340-2-003;G0340;03.04.18;Weitere Aktionen;unbekannter Fehler;unbekannt /sonstiges;;;;0
C;03-0101-011-05;W1102;28.03.18;Kontrolliert;sonstiges;Technische Störung;Tb;Elektrische Weiche;Bahnhof West;1
B;03-0101-091-13;;26.03.18;Programmiert;Elektrische Störung;Technische Störung;;;;1.5
C;03-0101-012-05;W1203;01.01.18;Ausgetauscht;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Bahnhof Ost;2029
C;01-0339-2-001-01;W0190;27.03.18;Kontrolliert;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0340-2-001-01;W1000;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Spitalgasse;0
X;01-0340-2-001-01;W0049;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kornhaus;0
X;01-0341-2-001-01;EXW0101;;Gewartet;kein Fehler;Geplante Instandhaltung;;;;0
X;01-0341-2-001-01;EXW0102;;Gewartet;kein Fehler;Geplante Instandhaltung;;;;0
X;01-0340-2-001-01;W1016;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;National;0
X;01-0340-2-001-01;W1009;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0340-2-001-01;W1010;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0340-2-001-01;W1014;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bundesgasse;0
X;01-0340-2-001-01;W1006;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Schwanengasse;0
X;01-0340-2-001-01;W1004;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bahnhof;0
X;01-0340-2-001-01;W1003;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bahnhof;0
X;01-0340-2-001-01;W1012;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0340-2-001-01;W0043;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Du Theatre;0
X;01-0340-2-001-01;W0045;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Marktgasse;0
C;03-0101-026-01-2;;24.03.18;Ersetzt;Fahrleitungsschaden;Technische Störung;;;;1.8
C;03-0101-027-01-2;;22.03.18;Repariert;Fahrleitungsschaden;Fehlmanipulation;;;;5
B;01-0341-2-001-01;W0274;22.03.18;Ausgetauscht;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Burgernziel;0
B;01-0341-2-001-01;HNP0274;22.03.18;;Von Hand gestellt;Technische Störung;Tr;Elektrischer Weichensteuerung;Burgernziel;0
C;01-0341-2-001-01;W0274;21.03.18;Eingestellt;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Burgernziel;16.4
D;03-0101-091-01-2;;19.03.18;Ersetzt;Fahrleitungsschaden;Technische Störung;;;;3
C;01-0341-2-001-01;HNP0101;19.03.18;Eingestellt;verstellt;Technische Störung;Tr;Elektrischer Weichensteuerung;Casinoplatz;3
C;01-0341-2-001-01;HNP0274;19.03.18;Ersetzt;Unbekannter Fehler;Materialermüdung;Tr;Elektrischer Weichensteuerung;Burgernziel;2.3
X;01-0703-2-001-01;HNP2006;19.03.18;Ersetzt;Unbekannter Fehler;Materialermüdung;Tr;Elektrischer Weichensteuerung;Bümpliz;2.1
C;01-9001-2-001-01;HNSA600/1;14.03.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;1
C;01-0341-2-001-01;EXW0101;16.03.18;Eingestellt;Von Hand gestellt;Technische Störung;;;;0
C;01-0803-2-001-01;W2112;16.03.18;Eingestellt;Kein Block;unbekannt /sonstiges;Tr;Elektrische Weiche;Brünnen;0
D;01-0803-2-001-01;HNP2112;15.03.18;Weitere Aktionen;unbekannter Fehler;Technische Störung;Tr;Elektrischer Weichensteuerung;Brünnen;594.7
D;01-0340-2-001-02;HZS1001.1;13.03.18;Ersetzt;verbrannt;Technische Störung;Tr;Heizstäbe Weichen;Spitalgasse;15.5
X;01-0342-2-001-01;W0301;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Egghölzli;0
X;01-0802-2-001-01;W0304;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Saali;0
X;01-0341-2-001-01;W0274;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Burgernziel;0
X;01-0902-2-001-01;W0105;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W0106;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3002;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3006;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3004;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0901-2-001-01;W3000;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Wankdorf Bahnhof;0
C;01-0340-2-001-01;W0049;11.03.18;Gereinigt;Von Hand gestellt;Doppelmeldung;Tr;Elektrische Weiche;Kornhaus;1
C;01-0340-2-001-01;W0049;11.03.18;Gereinigt;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Kornhaus;1
C;01-0340-2-001-01;W0043;11.03.18;Gereinigt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Du Theatre;1
B;01-0341-2-001-01;HNP0101;02.03.18;Eingestellt;verstellt;;Tr;Elektrischer Weichensteuerung;Casinoplatz;1
A;03-0101-017-01-1;;04.03.18;Weitere Aktionen;sonstiges;Höhere Gewalt;;;;3.1
B;1;;01.03.18;Weitere Aktionen;verstopft;Höhere Gewalt;;;;0
