Fehlerkategorie;Techn. Platz;Techn. Identitätsnr.;Störungsbeginn;Massnahme;Fehlertext;Ursache;Traktion;Anlagenart;Ort;Dauer (in Std.)
C;01-0340-2-001-01;W0043;01.03.18;Weitere Aktionen;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Du Theatre;1
C;03-0101-029-05;W2902;28.02.18;Ersetzt;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;4
C;01-0340-2-001-01;HNP1003;28.02.18;;Von Hand gestellt;Technische Störung;Tr;Elektrischer Weichensteuerung;Markthalle;1
C;03-0101-027-01-2;;27.02.18;;Fremdeinwirkungen;Drittverschulden;;;;3.8
C;01-0341-2-001-01;W0274;27.02.18;Gewartet;Kein Block;Technische Störung;Tr;Elektrische Weiche;Burgernziel;5.3
B;01-0341-2-001-01;W0274;27.02.18;Eingestellt;Kein Block;Technische Störung;Tr;Elektrische Weiche;Burgernziel;2.3
C;01-0340-2-001-01;HNP1006;26.02.18;Ausgetauscht;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Schwanengasse;6.5
C;03-0101-091-13;;26.02.18;Ausgetauscht;Fehlbedienung;Fehlmanipulation;;;;2
X;01-0339-2-001-01;W0185;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
C;01-0341-2-001-01;W0274;26.02.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Burgernziel;0
C;01-0341-2-001-01;W0274;26.02.18;Gewartet;Kein Block;Technische Störung;Tr;Elektrische Weiche;Burgernziel;16.3
X;01-0903-2-001-01;W0239;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Wabern;0
X;01-0337-2-001-01;W2002;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0337-2-001-01;W2005;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0703-2-001-01;W2006;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bümpliz;0
X;01-0337-2-001-01;W2009;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0803-2-001-01;W2010;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Holenacker;0
X;01-0803-2-001-01;W2112;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Brünnen;0
X;01-0339-2-001-01;W0188;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0339-2-001-01;W0190;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0338-2-001-01;W2000;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Brunnmatt;0
X;01-0903-2-001-01;W0211;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Friedheim;0
X;01-0303-2-001-01;W0208;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Weissenbühl;0
C;03-0101-011-05;W1106;23.02.18;;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Bahnhof West;0
X;2.02;;;Kontrolliert;kein Fehler;Geplante Instandhaltung;;;;0
X;2.03;;;Kontrolliert;kein Fehler;Geplante Instandhaltung;;;;0
X;02.02.0541/01;;;Kontrolliert;kein Fehler;Geplante Instandhaltung;;;;0
C;01-0902-2-001-01;HNP3002;19.02.18;Ausgetauscht;defekt;Technische Störung;Tr;Elektrischer Weichensteuerung;Papiermühle;8
C;01-0303-2-001-01;HNP5102;12.02.18;Ausgetauscht;Block nicht gelöscht;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;6
C;01-0340-2-001-01;W0049;13.02.18;Kontrolliert;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Kornhaus;5.4
C;01-0340-2-001-01;W1014;12.02.18;Eingestellt;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;2
C;03-0101-091-14;TOR9109;10.02.18;Eingestellt;Mechanische Störung;Materialermüdung;Tr;Torbrücke;Betriebshof Eiger;6
X;03-0101-091-04;K9103;;Gewartet;kein Fehler;Geplante Instandhaltung;Tb;Kreuzung Tr-Tb;Dienstgeleise Trolleybus;0
X;03-0101-091-04;K9105;;Gewartet;kein Fehler;Geplante Instandhaltung;Tb;Kreuzung Tr-Tb;Dienstgeleise Trolleybus;0
X;03-0101-090-13;;;Gewartet;kein Fehler;Geplante Instandhaltung;;;;0
X;01-9001-2-001-01;W5002;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5003;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5004;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5005;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5006;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5007;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5008;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5009;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5010;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5011;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-0303-2-001-01;W5100;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5101;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5102;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5105;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-9001-2-001-01;W5000;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
X;01-9001-2-001-01;W5001;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Eiger;0
C;01-0340-2-001-01;W1014;10.02.18;Gereinigt;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;6
C;01-0803-2-001-01;W2112;12.02.18;Programmiert;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Brünnen;0
X;01-0342-2-001-01;W0301;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Egghölzli;0
X;01-0802-2-001-01;W0304;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Saali;0
X;01-0340-2-001-01;W1000;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Spitalgasse;0
X;01-0340-2-001-01;W0049;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kornhaus;0
X;01-0339-2-001-01;W0185;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0341-2-001-01;W0274;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Burgernziel;0
X;01-0902-2-001-01;W0105;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W0106;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0341-2-001-01;EXW0101;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;;;;0
X;01-0341-2-001-01;EXW0102;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;;;;0
X;01-0340-2-001-01;W1016;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;National;0
X;01-0340-2-001-01;W1009;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0340-2-001-01;W1010;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0340-2-001-01;W1014;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bundesgasse;0
X;01-0340-2-001-01;W1006;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Schwanengasse;0
X;01-0340-2-001-01;W1004;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bahnhof;0
X;01-0340-2-001-01;W1003;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bahnhof;0
X;01-0340-2-001-01;W1012;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Hirschengraben;0
X;01-0902-2-001-01;W3002;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3006;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0902-2-001-01;W3004;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Guisanplatz;0
X;01-0901-2-001-01;W3000;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Wankdorf Bahnhof;0
X;01-0337-2-001-01;W2002;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0337-2-001-01;W2005;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0703-2-001-01;W2006;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Bümpliz;0
X;01-0337-2-001-01;W2009;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Unterführung;0
X;01-0803-2-001-01;W2010;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Holenacker;0
X;01-0803-2-001-01;W2112;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Brünnen;0
X;01-0340-2-001-01;W0043;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Du Theatre;0
X;01-0340-2-001-01;W0045;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Marktgasse;0
X;01-0339-2-001-01;W0188;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0339-2-001-01;W0190;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kocherpark;0
X;01-0338-2-001-01;W2000;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Brunnmatt;0
X;01-0903-2-001-01;W0211;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Friedheim;0
X;01-0303-2-001-01;W5100;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5101;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5102;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W5105;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Eigerplatz;0
X;01-0303-2-001-01;W0208;;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Weissenbühl;0
A;03-0101-091-14;TOR9106;03.02.18;Gewartet;kein Fehler;;Tr;Torbrücke;Betriebshof Eiger;2
B;01-9001-2-001-01;HNSA600/1;03.02.18;;Ausserhalb Toleranz;;Tr;Elektrischer Weichensteuerung;Eigerplatz;2
B;03-0101-090-13;34924;04.02.18;;Elektrische Störung;Technische Störung;;;;1
X;03-0101-091-14;PE9101;;Gewartet;kein Fehler;Geplante Instandhaltung;;Pegelprüfstation Garage Eiger;;0
C;03-0101-013-01-1;;05.02.18;;sonstiges;Vandalenschaden;;;;1.8
C;01-0341-2-001-01;EXW0101;05.02.18;;Kein Block;unbekannt /sonstiges;;;;1.8
C;01-0337-2-001-01;W2002;02.02.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;Unterführung;0.4
X;01-0340-2-001-01;HNP0043;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Du Theatre;584
X;01-0341-2-001-01;HNP0101;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Casinoplatz;581
X;01-0902-2-001-01;HNP0105;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Guisanplatz;581
X;01-0339-2-001-01;HNP0185;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Kocherpark;581
X;01-0339-2-001-01;HNP0188;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Kocherpark;581
X;01-0303-2-001-01;HNP0208;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Weissenbühl;581
X;01-0903-2-001-01;HNP0211;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Friedheim;581
X;01-0341-2-001-01;HNP0274;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Burgernziel;581
X;01-0342-2-001-01;HNP0301;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Egghölzli;581
X;01-0802-2-001-01;HNP0304;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Saali;581
X;01-0340-2-001-01;HNP1000;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Spitalgasse;581
X;01-0340-2-001-01;HNP1003;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Markthalle;581
X;01-0340-2-001-01;HNP1006;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Schwanengasse;581
X;01-0340-2-001-01;HNP1009;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Wallgasse;581
X;01-0340-2-001-01;HNP1014;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Bundesgasse;581
X;01-0338-2-001-01;HNP2000;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Brunnmatt;581
X;01-0337-2-001-01;HNP2002;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Unterführung;581
X;01-0703-2-001-01;HNP2006;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Bümpliz;581
X;01-0901-2-001-01;HNP3000;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Wankdorf-Bahnhof;581
X;01-0902-2-001-01;HNP3002;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Papiermühle;581
X;01-0902-2-001-01;HNP3006;01.06.18;Ersetzt;kein Fehler;Geplante Instandhaltung;Tr;Elektrischer Weichensteuerung;Guisanplatz;581
X;;;30.01.18;Weitere Aktionen;kein Fehler;Falschmeldungen;;;;34
X;03-0101;;31.01.18;;kein Fehler;Geplante Instandhaltung;;;;0
C;01-9001-2-001-01;HNSA600/1;29.01.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;35
B;01-0342-2-001-01;W0301;30.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Egghölzli;0.7
B;01-0340-2-001-01;W0043;30.01.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Du Theatre;1.8
X;01-0340-2-001-01;W0049;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Kornhaus;0
C;01-0902-2-001-01;W3004;30.01.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Guisanplatz;0
C;03-0101-011-05;W1105;29.01.18;;Entgleisung;Technische Störung;Tb;Elektrische Weiche;Bahnhof West;0
C;03-0101-026-05;W2601;29.01.18;;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Schosshalde;25.8
C;03-0101-091-05;W9106;28.01.18;Repariert;Entgleisung;Drittverschulden;Tb;Einlaufweiche;Garage Eiger;1
X;01-0340-2-001-01;W0045;14.05.18;Weitere Aktionen;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Marktgasse;0
X;01-9000-2-001-01;W4006;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4007;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4008;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4009;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4011;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4013;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4014;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4015;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4016;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4017;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4018;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4019;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4020;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4021;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
X;01-9000-2-001-01;W4032;;Gewartet;kein Fehler;Geplante Instandhaltung;Tr;Elektrische Weiche;Depot Bolligenstrasse;0
B;03-0101-090;;28.01.18;;Unterbruch;Technische Störung;;;;1.3
C;04-F-0040-01;;29.01.18;;Unterbruch;Technische Störung;;;;8.2
A;03-0101-011;;24.01.18;Repariert;Fahrleitungsschaden;Fehlmanipulation;;;;5
C;01-0340-2-001-01;W1014;25.01.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;0
C;03-0101-027-01-2;;22.01.18;;Entgleisung;Technische Störung;;;;3
C;01-9000-2-001-01;HNSA502/1;23.01.18;;Unterbruch;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;1.8
C;01-9001-2-001-01;HNSA600/1;22.01.18;Weitere Aktionen;Fehlbedienung;Technische Störung;Tr;Elektrischer Weichensteuerung;Eigerplatz;1
C;03-0101-091-01-2;;22.01.18;Eingestellt;Fehlbedienung;Fehlmanipulation;;;;1
C;01-0340-2-001-01;W1014;22.01.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;9.3
X;01-9000-2-001-01;HNSA502/1;22.01.18;;Unterbruch;;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;0
C;01-0340-2-001-01;W1016;22.01.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;National;0
C;01-0340-2-001-01;W1014;22.01.18;;Keine Endlage;Technische Störung;Tr;Elektrische Weiche;Bundesgasse;0
C;01-0340-2-001-01;W1010;18.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;0
C;03-0101-029-05;W2902;17.01.18;;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;2.5
C;03-0101-090-13;;01.01.18;;Fehlbedienung;Technische Störung;;;;365
B;01-0340-2-001-01;W1016;17.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;National;1.1
C;03-0101-029-05;W2902;17.01.18;;Elektrische Störung;Technische Störung;Tb;Elektrische Weiche;Wyler;3.1
B;03-0101-010-03-1;ST1002;16.01.18;;Fahrleitungsschaden;Materialermüdung;Tr;Streckentrenner Tram;Monbijou;1
C;01-0340-2-001-01;W1016;16.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;National;7.6
C;01-0340-2-001-01;W1016;17.01.18;;Block nicht gelöscht;Technische Störung;Tr;Elektrische Weiche;National;0.4
C;01-9000-2-001-01;HNSA502/1;15.01.18;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;10
C;01-0303-2-001-01;W5101;15.01.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Eigerplatz;1.1
C;01-0340-2-001-01;HNP1000;14.01.18;;Verschmutzt;Technische Störung;Tr;Elektrischer Weichensteuerung;Spitalgasse;1
C;01-0339-2-001-01;W0190;15.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0
X;03-0101-003-01-1;;12.01.18;;sonstiges;Drittverschulden;;;;1
X;03-0101-021-01-1;;10.01.18;Weitere Aktionen;unbekannter Fehler;Höhere Gewalt;;;;0
C;01-0339-2-001-01;W0190;10.01.18;;Von Hand gestellt;Technische Störung;Tr;Elektrische Weiche;Kocherpark;0
C;03-0101-026-01-2;;09.01.18;;Fahrleitungsschaden;Drittverschulden;;;;5.5
C;01-0303-2-001-01;W5101;09.01.18;Kontrolliert;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Eigerplatz;1
C;01-0340-2-001-01;HNP1016;09.01.18;Eingestellt;Kein Block;Technische Störung;Tr;Elektrischer Weichensteuerung;National;1.5
C;01-9000-2-001-01;HNSA502/3;09.01.18;Eingestellt;Unterbruch;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;1.4
C;01-0340-2-001-01;W0043;05.01.18;;Verschmutzt;Drittverschulden;Tr;Elektrische Weiche;Du Theatre;0
C;1;;08.01.18;;Von Hand gestellt;Technische Störung;;;;0
C;01-0340-2-001-01;W1009;05.01.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;0
C;01-0340-2-001-01;W1009;05.01.18;;Kein Block;Technische Störung;Tr;Elektrische Weiche;Hirschengraben;0
A;03-0101-022;;03.01.18;Weitere Aktionen;beschädigt;Höhere Gewalt;;;;0
C;01-0337-2-001-01;W2002;03.01.18;;Unbekannter Fehler;Technische Störung;Tr;Elektrische Weiche;Unterführung;0
C;01-9000-2-001-01;HNSA502/3;28.12.17;;Ausserhalb Toleranz;Technische Störung;Tr;Elektrischer Weichensteuerung;Depot Bolligenstrasse;1.5
